date,sku_id,quantity
2025-01-26,70213.0,2
2025-01-26,70580.0,36
2025-01-26,71255.0,5
2025-01-26,71259.0,3
2025-01-26,75744.0,24
2025-01-26,97466.0,1
2025-01-26,121348.0,5
2025-01-26,123979.0,1
2025-01-26,143770.0,1
2025-01-26,143785.0,72
2025-01-26,152268.0,3
2025-01-26,152507.0,1
2025-01-26,165122.0,29
2025-01-26,165123.0,268
2025-01-26,168471.0,7
2025-01-26,168474.0,1
2025-01-26,168677.0,18
2025-01-26,168771.0,3
2025-01-26,170635.0,7
2025-01-26,170650.0,7
2025-01-26,171929.0,11
2025-01-26,171951.0,10
2025-01-26,178951.0,31
2025-01-26,178952.0,17
2025-01-26,179022.0,97
2025-01-26,179023.0,42
2025-01-26,183670.0,5
2025-01-26,185186.0,2
2025-01-26,185230.0,5
2025-01-26,185241.0,3
2025-01-26,185834.0,27
2025-01-26,192408.0,2
2025-01-26,193759.0,1
2025-01-26,241572.0,1
2025-01-26,241750.0,10
2025-01-26,241796.0,9
2025-01-26,254749.0,1
2025-01-26,262278.0,3
2025-01-26,266970.0,23
2025-01-26,266971.0,2
2025-01-26,268583.0,9
2025-01-26,271574.0,3
2025-01-26,281896.0,3
2025-01-26,283492.0,6
2025-01-26,283493.0,7
2025-01-26,287252.0,3
2025-01-26,298008.0,5
2025-01-26,301883.0,3
2025-01-26,306659.0,48
2025-01-26,306941.0,5
2025-01-26,312261.0,1
2025-01-26,321908.0,2
2025-01-26,341687.0,2
2025-01-26,348285.0,15
2025-01-26,348296.0,21
2025-01-26,354129.0,1
2025-01-26,354561.0,2
2025-01-26,354778.0,12
2025-01-26,357565.0,123
2025-01-26,357735.0,9
2025-01-26,357736.0,11
2025-01-26,357744.0,10
2025-01-26,391332.0,1
2025-01-26,406738.0,1
2025-01-26,406746.0,1
2025-01-26,407243.0,1
2025-01-26,412109.0,1
2025-01-26,414830.0,8
2025-01-26,415339.0,2
2025-01-26,415360.0,5
2025-01-26,417200.0,5
2025-01-26,417204.0,4
2025-01-26,423023.0,12
2025-01-26,423417.0,97
2025-01-26,428148.0,6
2025-01-26,428149.0,5
2025-01-26,430717.0,1
2025-01-26,442620.0,9
2025-01-26,445245.0,1
2025-01-26,445483.0,9
2025-01-26,453563.0,1
2025-01-26,453934.0,31
2025-01-26,455198.0,1
2025-01-26,456454.0,15
2025-01-26,460188.0,30
2025-01-26,460283.0,2
2025-01-26,460897.0,73
2025-01-26,462119.0,100
2025-01-26,462665.0,1
2025-01-26,463208.0,2
2025-01-26,465146.0,18
2025-01-26,468955.0,128
2025-01-26,468969.0,9
2025-01-26,468974.0,19
2025-01-26,470330.0,98
2025-01-26,473438.0,4
2025-01-26,477191.0,4
2025-01-26,477938.0,1
2025-01-26,477939.0,2
2025-01-26,483451.0,16
2025-01-26,484848.0,2
2025-01-26,487366.0,1
2025-01-26,487368.0,1
2025-01-26,491361.0,31
2025-01-26,492711.0,4
2025-01-26,493420.0,1
2025-01-26,493421.0,1
2025-01-26,493521.0,189
2025-01-26,493603.0,7
2025-01-26,493625.0,153
2025-01-26,494661.0,10
2025-01-26,494662.0,24
2025-01-26,496821.0,50
2025-01-26,497509.0,1
2025-01-26,497613.0,11
2025-01-26,498030.0,2
2025-01-26,498903.0,2
2025-01-26,499069.0,1
2025-01-26,501498.0,8
2025-01-26,501504.0,15
2025-01-26,502608.0,38
2025-01-26,502609.0,35
2025-01-26,502611.0,29
2025-01-26,502613.0,11
2025-01-26,502614.0,9
2025-01-26,502616.0,18
2025-01-26,502617.0,9
2025-01-26,502618.0,2
2025-01-26,502619.0,4
2025-01-26,502620.0,2
2025-01-26,502621.0,15
2025-01-26,502622.0,1
2025-01-26,505415.0,5
2025-01-26,506459.0,6
2025-01-26,506602.0,57
2025-01-26,506761.0,83
2025-01-26,506764.0,15
2025-01-26,508174.0,28
2025-01-26,508175.0,17
2025-01-26,509413.0,18
2025-01-26,509770.0,2
2025-01-26,509773.0,2
2025-01-26,509784.0,9
2025-01-26,511050.0,4
2025-01-26,511542.0,2
2025-01-26,511694.0,18
2025-01-26,512243.0,13
2025-01-26,516559.0,4
2025-01-26,516562.0,1
2025-01-26,527553.0,4
2025-01-26,542845.0,8
2025-01-26,542847.0,16
2025-01-26,542848.0,49
2025-01-26,542850.0,14
2025-01-26,542851.0,45
2025-01-26,543828.0,21
2025-01-26,548082.0,1
2025-01-26,548255.0,5
2025-01-26,548259.0,16
2025-01-26,548274.0,3
2025-01-26,550492.0,21
2025-01-26,550495.0,15
2025-01-26,550918.0,1
2025-01-26,552513.0,212
2025-01-26,558887.0,7
2025-01-26,562234.0,22
2025-01-26,562235.0,14
2025-01-26,564596.0,7
2025-01-26,565161.0,15
2025-01-26,565356.0,6
2025-01-26,566266.0,2
2025-01-26,569500.0,1
2025-01-26,577944.0,1
2025-01-26,578111.0,2
2025-01-26,585375.0,5
2025-01-26,586040.0,47
2025-01-26,586041.0,8
2025-01-26,586045.0,15
2025-01-26,588200.0,1
2025-01-26,588505.0,2
2025-01-26,588634.0,1
2025-01-26,588635.0,1
2025-01-26,593246.0,1
2025-01-26,594052.0,16
2025-01-26,594656.0,9
2025-01-26,597317.0,2
2025-01-26,597549.0,5
2025-01-26,600343.0,10
2025-01-26,602158.0,6
2025-01-26,605545.0,13
2025-01-26,610614.0,13
2025-01-26,610620.0,13
2025-01-26,610662.0,4
2025-01-26,617508.0,4
2025-01-26,627435.0,1
2025-01-26,634615.0,1
2025-01-26,634682.0,4
2025-01-26,635574.0,1
2025-01-26,639591.0,9
2025-01-26,641224.0,43
2025-01-26,655543.0,1
2025-01-26,658653.0,5
2025-01-26,661325.0,28
2025-01-26,679331.0,3
2025-01-26,689649.0,1
2025-01-26,719731.0,1
2025-01-26,747446.0,1
2025-01-26,808545.0,10
2025-01-26,858824.0,1
2025-01-26,880257.0,1
2025-01-26,888874.0,5
2025-01-26,934380.0,3
2025-01-26,941217.0,4
2025-01-26,941223.0,2
2025-01-26,945644.0,2
2025-01-26,952602.0,23
2025-01-26,962260.0,1
2025-01-26,970786.0,6
2025-01-26,1013327.0,1
2025-01-26,1067526.0,3
2025-01-26,1137769.0,1
2025-01-26,1138847.0,2
2025-01-26,1139429.0,2
2025-01-26,1143636.0,5
2025-01-26,1152838.0,2
2025-01-26,1163299.0,1
2025-01-26,1195293.0,1
2025-01-26,1260905.0,1
2025-01-26,1321011.0,1
2025-01-26,1349400.0,27
2025-01-26,1357044.0,3
2025-01-26,1392395.0,1
2025-01-26,1396847.0,6
2025-01-26,1417745.0,2
2025-01-26,1423229.0,2
2025-01-26,1435065.0,2
2025-01-26,1469551.0,1
2025-01-27,70213.0,1
2025-01-27,70580.0,14
2025-01-27,71255.0,3
2025-01-27,75744.0,8
2025-01-27,123979.0,3
2025-01-27,129011.0,1
2025-01-27,143785.0,14
2025-01-27,152268.0,1
2025-01-27,152512.0,1
2025-01-27,165122.0,10
2025-01-27,165126.0,2
2025-01-27,168471.0,12
2025-01-27,168677.0,3
2025-01-27,168771.0,12
2025-01-27,168773.0,1
2025-01-27,170650.0,2
2025-01-27,171929.0,1
2025-01-27,171951.0,2
2025-01-27,178951.0,13
2025-01-27,178952.0,9
2025-01-27,179022.0,19
2025-01-27,179023.0,17
2025-01-27,185186.0,3
2025-01-27,185834.0,6
2025-01-27,192408.0,1
2025-01-27,241572.0,1
2025-01-27,241750.0,15
2025-01-27,241796.0,2
2025-01-27,266970.0,3
2025-01-27,268201.0,1
2025-01-27,268583.0,10
2025-01-27,271574.0,5
2025-01-27,276200.0,2
2025-01-27,281896.0,1
2025-01-27,283493.0,1
2025-01-27,306659.0,53
2025-01-27,306941.0,6
2025-01-27,312261.0,4
2025-01-27,321908.0,4
2025-01-27,335205.0,5
2025-01-27,341687.0,5
2025-01-27,348285.0,31
2025-01-27,348296.0,4
2025-01-27,354561.0,1
2025-01-27,354778.0,3
2025-01-27,356769.0,3
2025-01-27,357565.0,85
2025-01-27,357735.0,2
2025-01-27,357736.0,5
2025-01-27,357744.0,1
2025-01-27,378528.0,2
2025-01-27,414830.0,3
2025-01-27,414832.0,1
2025-01-27,415339.0,2
2025-01-27,415360.0,7
2025-01-27,417204.0,2
2025-01-27,423023.0,2
2025-01-27,423087.0,2
2025-01-27,423417.0,17
2025-01-27,424647.0,1
2025-01-27,428148.0,2
2025-01-27,430717.0,6
2025-01-27,431902.0,1
2025-01-27,433044.0,3
2025-01-27,442620.0,9
2025-01-27,445245.0,6
2025-01-27,453428.0,5
2025-01-27,453563.0,2
2025-01-27,453934.0,8
2025-01-27,456449.0,3
2025-01-27,456454.0,6
2025-01-27,460188.0,21
2025-01-27,460897.0,22
2025-01-27,462119.0,23
2025-01-27,464212.0,1
2025-01-27,465146.0,11
2025-01-27,467091.0,4
2025-01-27,468955.0,44
2025-01-27,468961.0,2
2025-01-27,468963.0,1
2025-01-27,468969.0,4
2025-01-27,468974.0,1
2025-01-27,470330.0,7
2025-01-27,473438.0,7
2025-01-27,477191.0,2
2025-01-27,483451.0,20
2025-01-27,484307.0,6
2025-01-27,484811.0,27
2025-01-27,491361.0,7
2025-01-27,492711.0,3
2025-01-27,493521.0,218
2025-01-27,493625.0,76
2025-01-27,494661.0,7
2025-01-27,494662.0,18
2025-01-27,496821.0,9
2025-01-27,497613.0,18
2025-01-27,497641.0,1
2025-01-27,498030.0,5
2025-01-27,498843.0,4
2025-01-27,499337.0,2
2025-01-27,500474.0,3
2025-01-27,501498.0,15
2025-01-27,501504.0,3
2025-01-27,502608.0,17
2025-01-27,502609.0,16
2025-01-27,502610.0,6
2025-01-27,502611.0,13
2025-01-27,502616.0,6
2025-01-27,502617.0,9
2025-01-27,502619.0,3
2025-01-27,502620.0,1
2025-01-27,505415.0,1
2025-01-27,506602.0,1
2025-01-27,506761.0,36
2025-01-27,506764.0,4
2025-01-27,508102.0,5
2025-01-27,508174.0,24
2025-01-27,508175.0,2
2025-01-27,509413.0,4
2025-01-27,509766.0,1
2025-01-27,509770.0,1
2025-01-27,509784.0,3
2025-01-27,511050.0,1
2025-01-27,511681.0,1
2025-01-27,511694.0,8
2025-01-27,512243.0,11
2025-01-27,516558.0,2
2025-01-27,516562.0,1
2025-01-27,527553.0,3
2025-01-27,542845.0,5
2025-01-27,542848.0,26
2025-01-27,542850.0,26
2025-01-27,542851.0,10
2025-01-27,543828.0,13
2025-01-27,545685.0,1
2025-01-27,548255.0,7
2025-01-27,548259.0,10
2025-01-27,548271.0,3
2025-01-27,548274.0,3
2025-01-27,549958.0,3
2025-01-27,550492.0,8
2025-01-27,550495.0,5
2025-01-27,552513.0,94
2025-01-27,562234.0,23
2025-01-27,562235.0,9
2025-01-27,564596.0,3
2025-01-27,565161.0,11
2025-01-27,565356.0,2
2025-01-27,565865.0,5
2025-01-27,566266.0,5
2025-01-27,567383.0,2
2025-01-27,568756.0,2
2025-01-27,569500.0,1
2025-01-27,578111.0,2
2025-01-27,585375.0,6
2025-01-27,586040.0,16
2025-01-27,586041.0,6
2025-01-27,586045.0,10
2025-01-27,587047.0,2
2025-01-27,587048.0,2
2025-01-27,588639.0,1
2025-01-27,591929.0,2
2025-01-27,594052.0,12
2025-01-27,594656.0,7
2025-01-27,597317.0,1
2025-01-27,597549.0,2
2025-01-27,600343.0,2
2025-01-27,605545.0,7
2025-01-27,610614.0,15
2025-01-27,610615.0,10
2025-01-27,610620.0,8
2025-01-27,634682.0,4
2025-01-27,636589.0,1
2025-01-27,639591.0,3
2025-01-27,641224.0,22
2025-01-27,647793.0,1
2025-01-27,658653.0,1
2025-01-27,661325.0,33
2025-01-27,679331.0,4
2025-01-27,689649.0,6
2025-01-27,691860.0,1
2025-01-27,706947.0,4
2025-01-27,808545.0,19
2025-01-27,828996.0,1
2025-01-27,888874.0,5
2025-01-27,934380.0,2
2025-01-27,952602.0,17
2025-01-27,960516.0,1
2025-01-27,970786.0,6
2025-01-27,1067526.0,3
2025-01-27,1139429.0,1
2025-01-27,1143636.0,1
2025-01-27,1152838.0,6
2025-01-27,1195228.0,1
2025-01-27,1260905.0,2
2025-01-27,1321011.0,4
2025-01-27,1349400.0,1
2025-01-27,1357044.0,3
2025-01-27,1396847.0,3
2025-01-27,1435065.0,3
2025-01-27,1469551.0,3
2025-01-28,70213.0,1
2025-01-28,70580.0,5
2025-01-28,71255.0,1
2025-01-28,75744.0,1
2025-01-28,94115.0,2
2025-01-28,137436.0,1
2025-01-28,143785.0,4
2025-01-28,152508.0,1
2025-01-28,161918.0,1
2025-01-28,168472.0,1
2025-01-28,168474.0,2
2025-01-28,168677.0,1
2025-01-28,168707.0,1
2025-01-28,168774.0,1
2025-01-28,171929.0,1
2025-01-28,178801.0,5
2025-01-28,178951.0,7
2025-01-28,178952.0,5
2025-01-28,179022.0,3
2025-01-28,179023.0,14
2025-01-28,179823.0,2
2025-01-28,185186.0,1
2025-01-28,185233.0,3
2025-01-28,185834.0,4
2025-01-28,241750.0,3
2025-01-28,241796.0,1
2025-01-28,248128.0,1
2025-01-28,258963.0,3
2025-01-28,268583.0,2
2025-01-28,271574.0,1
2025-01-28,272402.0,2
2025-01-28,281896.0,2
2025-01-28,287252.0,3
2025-01-28,301883.0,1
2025-01-28,306659.0,6
2025-01-28,306941.0,4
2025-01-28,312261.0,1
2025-01-28,335205.0,46
2025-01-28,341687.0,3
2025-01-28,348285.0,13
2025-01-28,348296.0,4
2025-01-28,353894.0,1
2025-01-28,354150.0,4
2025-01-28,354778.0,2
2025-01-28,357565.0,29
2025-01-28,357744.0,3
2025-01-28,406743.0,1
2025-01-28,415339.0,1
2025-01-28,417200.0,1
2025-01-28,422913.0,6
2025-01-28,423021.0,1
2025-01-28,423023.0,1
2025-01-28,423082.0,2
2025-01-28,423087.0,1
2025-01-28,423417.0,5
2025-01-28,428149.0,1
2025-01-28,428398.0,1
2025-01-28,430717.0,1
2025-01-28,442620.0,2
2025-01-28,453428.0,3
2025-01-28,453563.0,1
2025-01-28,453934.0,5
2025-01-28,455516.0,16
2025-01-28,456454.0,3
2025-01-28,458994.0,2
2025-01-28,460188.0,5
2025-01-28,460897.0,3
2025-01-28,462665.0,8
2025-01-28,463208.0,1
2025-01-28,465146.0,5
2025-01-28,468955.0,18
2025-01-28,468974.0,1
2025-01-28,473438.0,4
2025-01-28,477191.0,4
2025-01-28,477939.0,3
2025-01-28,483450.0,4
2025-01-28,484811.0,5
2025-01-28,491361.0,4
2025-01-28,493420.0,2
2025-01-28,493495.0,4
2025-01-28,493521.0,74
2025-01-28,493624.0,1
2025-01-28,493625.0,9
2025-01-28,494661.0,4
2025-01-28,494662.0,7
2025-01-28,496821.0,4
2025-01-28,497509.0,2
2025-01-28,497613.0,6
2025-01-28,498901.0,1
2025-01-28,501498.0,5
2025-01-28,501504.0,1
2025-01-28,502608.0,3
2025-01-28,502609.0,3
2025-01-28,502610.0,4
2025-01-28,502611.0,6
2025-01-28,502616.0,3
2025-01-28,502617.0,1
2025-01-28,505415.0,1
2025-01-28,506602.0,1
2025-01-28,506761.0,4
2025-01-28,506764.0,3
2025-01-28,508102.0,1
2025-01-28,508175.0,9
2025-01-28,509413.0,1
2025-01-28,512243.0,6
2025-01-28,542848.0,1
2025-01-28,542850.0,4
2025-01-28,542851.0,4
2025-01-28,543828.0,2
2025-01-28,548255.0,1
2025-01-28,550492.0,1
2025-01-28,550495.0,2
2025-01-28,552513.0,32
2025-01-28,562234.0,8
2025-01-28,562235.0,1
2025-01-28,565159.0,1
2025-01-28,565161.0,7
2025-01-28,566266.0,3
2025-01-28,585375.0,6
2025-01-28,586040.0,6
2025-01-28,586041.0,12
2025-01-28,586045.0,4
2025-01-28,591929.0,1
2025-01-28,594052.0,1
2025-01-28,594656.0,5
2025-01-28,596505.0,3
2025-01-28,596506.0,5
2025-01-28,597317.0,1
2025-01-28,600343.0,2
2025-01-28,605545.0,2
2025-01-28,610614.0,2
2025-01-28,610617.0,1
2025-01-28,610620.0,7
2025-01-28,610674.0,30
2025-01-28,630489.0,5
2025-01-28,639591.0,4
2025-01-28,640860.0,1
2025-01-28,641224.0,10
2025-01-28,661325.0,9
2025-01-28,673910.0,1
2025-01-28,777932.0,9
2025-01-28,808545.0,2
